symbol,event_date,event_index,timeframe,support_as_of,support_low,support_high,support_mid,zone_width_atr,entry_close,entry_low,entry_high,atr,atr_percent,volatility_level,distance_to_support_atr,support_touch_count,support_sources,support_source_count,future_max_price,future_min_price,future_max_return_pct,future_min_return_pct,max_rebound_atr,max_breakdown_atr,success_bar,failure_bar,bars_to_success,bars_to_failure,label,same_bar_ambiguous,detector_touch_count,historical_touch_count,current_touch_number,last_touch_date,bars_since_last_touch,first_touch_date,support_age_bars,support_first_seen_date,current_touch_start_date,historical_touch_reaction_count,historical_touch_avg_rebound_atr,historical_touch_median_rebound_atr,historical_touch_max_rebound_atr,historical_touch_avg_breakdown_atr,historical_touch_success_count,historical_touch_failure_count,touch_rebound_weakening,touch_rebound_trend,historical_touch_episodes,touch_close,touch_low,touch_high,touch_volume,touch_volume_ma20,touch_volume_ratio,touch_volume_level,touch_volume_zscore,pre_touch_volume_avg,support_volume_share,support_volume_density_ratio,future_3bar_avg_volume,future_volume_ratio,post_touch_volume_avg,post_pre_volume_ratio,rebound_volume_confirmation,breakdown_volume,breakdown_volume_ma20,breakdown_volume_ratio,breakdown_volume_level
2408,2016-12-13T00:00:00+08:00,63,1d,2016-12-12T00:00:00+08:00,45.894409152823556,46.49400152587891,46.19420533935123,0.46994673075619503,46.79999923706055,46.34999847412109,46.900001525878906,1.2758730592519338,2.7262245300243086,中等波動,0.23983397796725256,0,"[""kmeans"", ""swing_high""]",2,50.59999847412109,46.95000076293945,8.119656621813265,0.32051608616292526,2.9783521248489597,0.8273484595205799,71,,8,,success,False,2,0,1,,,,1,2016-12-12T00:00:00+08:00,2016-12-13T00:00:00+08:00,0,,,,,,,,insufficient_data,[],46.79999923706055,46.34999847412109,46.900001525878906,14293000.0,17545100.0,0.8146434047112869,normal,-0.2743160080326784,23029600.0,0.030092525728167226,0.47176996519656106,16774666.666666666,0.9560884045497983,16774666.666666666,0.7283959194543833,weak,,,,
2408,2016-12-26T00:00:00+08:00,72,1d,2016-12-23T00:00:00+08:00,48.61976930403138,49.29910076141358,48.95943503272248,0.5174025998772517,48.75,48.400001525878906,49.900001525878906,1.3129649088415125,2.693261351469769,中等波動,0.0,0,"[""anchored_vwap_swing_high"", ""swing_high""]",2,49.54999923706055,47.04999923706055,1.6410240760216244,-3.4871810521834967,0.6093074016474834,-1.1955917910676765,,77,,5,failure,False,1,0,1,,,,1,2016-12-23T00:00:00+08:00,2016-12-26T00:00:00+08:00,0,,,,,,,,insufficient_data,[],48.75,48.400001525878906,49.900001525878906,14146000.0,18134050.0,0.7800794637711929,low,-0.460653683120355,18693800.0,0.022863248738678,0.41059715667170166,8063666.666666667,0.4446699257290383,8063666.666666667,0.43135513735391773,none,12829000.0,16235300.0,0.7901917426841512,low
2408,2016-12-27T00:00:00+08:00,73,1d,2016-12-26T00:00:00+08:00,47.54999923706054,47.854999160766596,47.70249919891357,0.23830057506919036,48.0,47.900001525878906,48.59999847412109,1.2798958777900542,2.6664497453959464,中等波動,0.11329112137135043,0,"[""volume_profile_hvn""]",1,49.54999923706055,47.04999923706055,3.2291650772094727,-1.9791682561238644,1.2110354162065664,-0.39065677816176986,,,,,neutral,False,1,0,1,,,,3,2016-12-22T00:00:00+08:00,2016-12-27T00:00:00+08:00,0,,,,,,,,insufficient_data,[],48.0,47.900001525878906,48.59999847412109,8990000.0,17136250.0,0.5246188635203152,low,-1.0345670279589454,19338200.0,0.029033170750397012,1.1613268300158746,6889666.666666667,0.40205217983319963,6889666.666666667,0.3562723866061302,none,,,,
2408,2017-01-12T00:00:00+08:00,84,1d,2017-01-11T00:00:00+08:00,46.954299240112306,47.14569923400879,47.04999923706055,0.17439978873286738,47.150001525878906,46.84999847412109,48.04999923706055,1.0974783587017665,2.3276316504452303,中等波動,0.003920161009104187,1,"[""swing_low""]",1,49.45000076293945,45.75,4.878047004512109,-2.969250223906139,2.0957126113915097,-1.0973330185179235,93,85,9,1,failure,False,2,1,2,2017-01-03T00:00:00+08:00,7,2017-01-03T00:00:00+08:00,15,2016-12-21T00:00:00+08:00,2017-01-12T00:00:00+08:00,1,1.9689504049390456,1.9689504049390456,1.9689504049390456,0.12841115786551555,1,0,,insufficient_data,"[{""touch_index"": 77, ""touch_date"": ""2017-01-03T00:00:00+08:00"", ""support_low"": 47.0255199407739, ""support_high"": 47.218519940773895, ""atr"": 1.1681346728140416, ""touch_close"": 47.25, ""touch_low"": 47.04999923706055, ""touch_high"": 48.20000076293945, ""touch_volume"": 12829000.0, ""touch_volume_ma20"": 16235300.0, ""touch_volume_ratio"": 0.7901917426841512, ""touch_volume_level"": ""low"", ""touch_volume_zscore"": -0.3959985620607089, ""pre_touch_volume_avg"": 8761000.0, ""reaction_end_index"": 82, ""reaction"": {""touch_max_rebound_atr"": 1.9689504049390456, ""touch_max_breakdown_atr"": 0.12841115786551555, ""touch_label"": ""success"", ""success_offset"": 2, ""failure_offset"": null}}]",47.150001525878906,46.84999847412109,48.04999923706055,13034000.0,13119000.0,0.9935208476255812,normal,-0.012001200190662953,10328000.0,0.014979774321015276,0.9548234421605273,12045666.666666666,0.9181848209975353,12045666.666666666,1.1663116447198554,weak,11917000.0,12958450.0,0.9196315917412963,normal
2408,2017-01-13T00:00:00+08:00,85,1d,2017-01-12T00:00:00+08:00,45.71999969482421,46.3942992401123,46.05714946746826,0.6183309378305767,46.34999847412109,46.150001525878906,47.0,1.0905156187944975,2.352784584024038,中等波動,0.0,1,"[""kmeans"", ""swing_high"", ""volume_profile_hvn""]",3,49.45000076293945,45.75,6.6882467979998195,-1.2944951324131981,2.842694075528456,0.02751020220045394,89,,4,,success,False,3,1,2,2016-12-13T00:00:00+08:00,22,2016-12-13T00:00:00+08:00,23,2016-12-12T00:00:00+08:00,2017-01-13T00:00:00+08:00,1,1.8810660735215055,1.8810660735215055,1.8810660735215055,0.11756775079713236,1,0,,insufficient_data,"[{""touch_index"": 63, ""touch_date"": ""2016-12-13T00:00:00+08:00"", ""support_low"": 45.894409152823556, ""support_high"": 46.49400152587891, ""atr"": 1.2758730592519338, ""touch_close"": 46.79999923706055, ""touch_low"": 46.34999847412109, ""touch_high"": 46.900001525878906, ""touch_volume"": 14293000.0, ""touch_volume_ma20"": 17545100.0, ""touch_volume_ratio"": 0.8146434047112869, ""touch_volume_level"": ""normal"", ""touch_volume_zscore"": -0.2743160080326784, ""pre_touch_volume_avg"": 23029600.0, ""reaction_end_index"": 68, ""reaction"": {""touch_max_rebound_atr"": 1.8810660735215055, ""touch_max_breakdown_atr"": 0.11756775079713236, ""touch_label"": ""success"", ""success_offset"": 3, ""failure_offset"": null}}]",46.34999847412109,46.150001525878906,47.0,11917000.0,12958450.0,0.9196315917412963,normal,-0.14780212894778566,10165400.0,0.036922909441267,0.6680404660679725,13317000.0,1.027669204264399,13317000.0,1.3100320695693235,none,,,,
2408,2017-02-03T00:00:00+08:00,94,1d,2017-02-02T00:00:00+08:00,46.20339923858643,46.496601524353025,46.35000038146973,0.2672369751476795,46.70000076293945,46.54999923706055,48.29999923706055,1.0971621183953628,2.349383512785844,中等波動,0.18538667638644543,2,"[""swing_high""]",1,47.150001525878906,45.20000076293945,0.9635990483678247,-3.211991382215096,0.41014974486869327,-0.9145398467771377,,,,,neutral,False,3,2,3,2017-01-13T00:00:00+08:00,9,2016-12-13T00:00:00+08:00,32,2016-12-12T00:00:00+08:00,2017-02-03T00:00:00+08:00,2,2.0638552160651606,2.0638552160651606,2.2466443586088163,-0.2163146485383723,1,1,False,stable,"[{""touch_index"": 63, ""touch_date"": ""2016-12-13T00:00:00+08:00"", ""support_low"": 45.894409152823556, ""support_high"": 46.49400152587891, ""atr"": 1.2758730592519338, ""touch_close"": 46.79999923706055, ""touch_low"": 46.34999847412109, ""touch_high"": 46.900001525878906, ""touch_volume"": 14293000.0, ""touch_volume_ma20"": 17545100.0, ""touch_volume_ratio"": 0.8146434047112869, ""touch_volume_level"": ""normal"", ""touch_volume_zscore"": -0.2743160080326784, ""pre_touch_volume_avg"": 23029600.0, ""reaction_end_index"": 68, ""reaction"": {""touch_max_rebound_atr"": 1.8810660735215055, ""touch_max_breakdown_atr"": 0.11756775079713236, ""touch_label"": ""success"", ""success_offset"": 3, ""failure_offset"": null}}, {""touch_index"": 85, ""touch_date"": ""2017-01-13T00:00:00+08:00"", ""support_low"": 46.30570152282715, ""support_high"": 46.49430152893066, ""atr"": 1.0905156187944975, ""touch_close"": 46.34999847412109, ""touch_low"": 46.150001525878906, ""touch_high"": 47.0, ""touch_volume"": 11917000.0, ""touch_volume_ma20"": 12958450.0, ""touch_volume_ratio"": 0.9196315917412963, ""touch_volume_level"": ""normal"", ""touch_volume_zscore"": -0.14780212894778566, ""pre_touch_volume_avg"": 10165400.0, ""reaction_end_index"": 90, ""reaction"": {""touch_max_rebound_atr"": 2.2466443586088163, ""touch_max_breakdown_atr"": -0.5501970478738769, ""touch_label"": ""failure"", ""success_offset"": 2, ""failure_offset"": 1}}]",46.70000076293945,46.54999923706055,48.29999923706055,19755000.0,10827800.0,1.8244703448530635,spike,2.830796621134555,11240600.0,0.023893080419725776,0.994178839508788,9753333.333333334,0.9007677767721359,9753333.333333334,0.867687964462158,none,,,,
2408,2017-02-20T00:00:00+08:00,105,1d,2017-02-17T00:00:00+08:00,45.65719999694824,45.84280000305176,45.75,0.19783735304888952,45.54999923706055,45.54999923706055,46.650001525878906,0.9381444062165946,2.0595925838200637,中等波動,0.1142689325623357,2,"[""swing_low""]",1,47.34999847412109,44.75,3.9516998182428376,-1.7563100998027048,1.9186803493501448,-0.9670153026940216,,110,,5,failure,False,5,2,3,2017-02-08T00:00:00+08:00,8,2017-01-16T00:00:00+08:00,43,2016-12-12T00:00:00+08:00,2017-02-20T00:00:00+08:00,2,1.6703518302326228,1.6703518302326228,2.121672225172831,-0.024204877669397287,2,0,True,weakening,"[{""touch_index"": 86, ""touch_date"": ""2017-01-16T00:00:00+08:00"", ""support_low"": 45.57289547396335, ""support_high"": 45.76349548006686, ""atr"": 1.0840502174520334, ""touch_close"": 46.5, ""touch_low"": 45.75, ""touch_high"": 46.75, ""touch_volume"": 11884000.0, ""touch_volume_ma20"": 12942300.0, ""touch_volume_ratio"": 0.9182293719045301, ""touch_volume_level"": ""normal"", ""touch_volume_zscore"": -0.15015089633206397, ""pre_touch_volume_avg"": 10198800.0, ""reaction_end_index"": 91, ""reaction"": {""touch_max_rebound_atr"": 2.121672225172831, ""touch_max_breakdown_atr"": 0.09224524151300337, ""touch_label"": ""success"", ""success_offset"": 1, ""failure_offset"": null}}, {""touch_index"": 97, ""touch_date"": ""2017-02-08T00:00:00+08:00"", ""support_low"": 45.57289547396335, ""support_high"": 45.76349548006686, ""atr"": 1.066422910944853, ""touch_close"": 45.84999847412109, ""touch_low"": 45.20000076293945, ""touch_high"": 46.84999847412109, ""touch_volume"": 12520000.0, ""touch_volume_ma20"": 11619100.0, ""touch_volume_ratio"": 1.0775361258617278, ""touch_volume_level"": ""normal"", ""touch_volume_zscore"": 0.2632212551427918, ""pre_touch_volume_avg"": 13168000.0, ""reaction_end_index"": 102, ""reaction"": {""touch_max_rebound_atr"": 1.219031435292415, ""touch_max_breakdown_atr"": -0.14065499685179794, ""touch_label"": ""success"", ""success_offset"": 3, ""failure_offset"": null}}]",45.54999923706055,45.54999923706055,46.650001525878906,8568000.0,10767150.0,0.7957537509926025,low,-0.5735685570105206,8771600.0,0.016992421845403834,1.0711814504121684,6926666.666666667,0.6433147737949845,6926666.666666667,0.7896696915804035,weak,5844000.0,9477850.0,0.6165955359074051,low
2408,2017-02-21T00:00:00+08:00,106,1d,2017-02-20T00:00:00+08:00,44.687498474121085,45.291100761413574,44.98929961776733,0.6331868106933418,46.34999847412109,45.400001525878906,46.54999923706055,0.9532767851426693,2.0566921607881365,中等波動,1.1107977548714099,0,"[""swing_low"", ""volume_profile_hvn""]",2,47.34999847412109,44.75,2.157497374154893,-3.451992506568091,1.0490132725201506,0.06556493019974327,,,,,neutral,False,2,0,1,,,,45,2016-12-09T00:00:00+08:00,2017-02-21T00:00:00+08:00,0,,,,,,,,insufficient_data,[],46.34999847412109,45.400001525878906,46.54999923706055,9337000.0,10599700.0,0.880873986999632,normal,-0.3276878558704477,8008600.0,0.09840486363669528,1.752565068697078,6802333.333333333,0.6417477224198169,6802333.333333333,0.8493785846881269,none,,,,
2408,2017-03-10T00:00:00+08:00,117,1d,2017-03-09T00:00:00+08:00,45.141074074128476,45.32727407107672,45.2341740726026,0.18356659480486315,44.400001525878906,43.79999923706055,45.5,1.0143457590755174,2.2845624419276147,中等波動,0.730591656364777,3,"[""kmeans"", ""volume_profile_hvn""]",2,49.79999923706055,44.09999847412109,12.162156589193373,-0.6756825257831611,5.323626251568538,-1.0263518042962325,123,120,6,3,failure,False,5,3,4,2017-02-21T00:00:00+08:00,11,2017-01-16T00:00:00+08:00,55,2016-12-12T00:00:00+08:00,2017-03-10T00:00:00+08:00,3,1.2184702811852495,1.219031435292415,2.121672225172831,-0.5756097969012677,2,1,True,weakening,"[{""touch_index"": 86, ""touch_date"": ""2017-01-16T00:00:00+08:00"", ""support_low"": 45.57289547396335, ""support_high"": 45.76349548006686, ""atr"": 1.0840502174520334, ""touch_close"": 46.5, ""touch_low"": 45.75, ""touch_high"": 46.75, ""touch_volume"": 11884000.0, ""touch_volume_ma20"": 12942300.0, ""touch_volume_ratio"": 0.9182293719045301, ""touch_volume_level"": ""normal"", ""touch_volume_zscore"": -0.15015089633206397, ""pre_touch_volume_avg"": 10198800.0, ""reaction_end_index"": 91, ""reaction"": {""touch_max_rebound_atr"": 2.121672225172831, ""touch_max_breakdown_atr"": 0.09224524151300337, ""touch_label"": ""success"", ""success_offset"": 1, ""failure_offset"": null}}, {""touch_index"": 97, ""touch_date"": ""2017-02-08T00:00:00+08:00"", ""support_low"": 45.57289547396335, ""support_high"": 45.76349548006686, ""atr"": 1.066422910944853, ""touch_close"": 45.84999847412109, ""touch_low"": 45.20000076293945, ""touch_high"": 46.84999847412109, ""touch_volume"": 12520000.0, ""touch_volume_ma20"": 11619100.0, ""touch_volume_ratio"": 1.0775361258617278, ""touch_volume_level"": ""normal"", ""touch_volume_zscore"": 0.2632212551427918, ""pre_touch_volume_avg"": 13168000.0, ""reaction_end_index"": 102, ""reaction"": {""touch_max_rebound_atr"": 1.219031435292415, ""touch_max_breakdown_atr"": -0.14065499685179794, ""touch_label"": ""success"", ""success_offset"": 3, ""failure_offset"": null}}, {""touch_index"": 106, ""touch_date"": ""2017-02-21T00:00:00+08:00"", ""support_low"": 45.1072007598877, ""support_high"": 45.29280076599121, ""atr"": 0.9532767851426693, ""touch_close"": 46.34999847412109, ""touch_low"": 45.400001525878906, ""touch_high"": 46.54999923706055, ""touch_volume"": 9337000.0, ""touch_volume_ma20"": 10599700.0, ""touch_volume_ratio"": 0.880873986999632, ""touch_volume_level"": ""normal"", ""touch_volume_zscore"": -0.3276878558704477, ""pre_touch_volume_avg"": 8008600.0, ""reaction_end_index"": 111, ""reaction"": {""touch_max_rebound_atr"": 0.31470718309050244, ""touch_max_breakdown_atr"": -1.6784196353650085, ""touch_label"": ""failure"", ""success_offset"": null, ""failure_offset"": 2}}]",44.400001525878906,43.79999923706055,45.5,21105000.0,7980500.0,2.6445711421590126,spike,4.5230435478764015,8058400.0,0.026379868052857643,0.906719108091543,5515000.0,0.6910594574274794,5515000.0,0.6843790330586716,weak,5391000.0,8247500.0,0.6536526220066687,low
2408,2017-03-15T00:00:00+08:00,120,1d,2017-03-14T00:00:00+08:00,44.40091698153244,44.84030000305176,44.6206084922921,0.45498272603006473,44.5,44.29999923706055,45.150001525878906,0.96571363346723,2.170142996555573,中等波動,0.0,1,"[""kmeans"", ""swing_low""]",2,50.20000076293945,44.79999923706055,12.808990478515625,0.6741555889001161,5.902371640415361,0.4132511354274562,123,,3,,success,False,2,1,2,2017-02-21T00:00:00+08:00,14,2017-02-21T00:00:00+08:00,59,2016-12-09T00:00:00+08:00,2017-03-10T00:00:00+08:00,1,0.31470718309050244,0.31470718309050244,0.31470718309050244,-1.6784196353650085,0,1,,insufficient_data,"[{""touch_index"": 106, ""touch_date"": ""2017-02-21T00:00:00+08:00"", ""support_low"": 44.687498474121085, ""support_high"": 45.291100761413574, ""atr"": 0.9532767851426693, ""touch_close"": 46.34999847412109, ""touch_low"": 45.400001525878906, ""touch_high"": 46.54999923706055, ""touch_volume"": 9337000.0, ""touch_volume_ma20"": 10599700.0, ""touch_volume_ratio"": 0.880873986999632, ""touch_volume_level"": ""normal"", ""touch_volume_zscore"": -0.3276878558704477, ""pre_touch_volume_avg"": 8008600.0, ""reaction_end_index"": 111, ""reaction"": {""touch_max_rebound_atr"": 0.31470718309050244, ""touch_max_breakdown_atr"": -1.6784196353650085, ""touch_label"": ""failure"", ""success_offset"": null, ""failure_offset"": 2}}]",44.5,44.29999923706055,45.150001525878906,5391000.0,8247500.0,0.6536526220066687,low,-0.7101325917611935,9746600.0,0.03485873030020131,0.5394822463249089,13275000.0,1.6095786602000606,13275000.0,1.3620134200644327,strong,,,,
